number,image_link,image_link/_title,image/_alt,title_link/_text,yeartype_number,value_number,dir_link,dir_link/_text,credit_link_1,credit_link_1/_text,credit_link_1/_title,credit_value_2,credit_value_3,credit_link_2,credit_link_2/_text,credit_link_3,credit_link_3/_text,credit_link_3/_title,credit_value_4,credit_link_4,credit_link_4/_text,credit_link_4/_title,genre_content,genre_links,genre_links/_text,genre_links/_title,runtime_value,runtime_value_numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,http://www.imdb.com/title/tt3703908/,Standoff (2016),Standoff (2016),Standoff,2016,5.8,http://www.imdb.com/name/nm2085654/,Adam Alleca,http://www.imdb.com/name/nm0005048/,Thomas Jane,,,",",http://www.imdb.com/name/nm0000401/,Laurence Fishburne,http://www.imdb.com/name/nm4940633/,Ella Ballentine,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,80 mins.,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,http://www.imdb.com/title/tt3703908/,Standoff (2016),Standoff (2016),Standoff,2016,5.8,http://www.imdb.com/name/nm2085654/,Adam Alleca,http://www.imdb.com/name/nm0005048/,Thomas Jane,,,",",http://www.imdb.com/name/nm0000401/,Laurence Fishburne,http://www.imdb.com/name/nm4940633/,Ella Ballentine,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,80 mins.,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,http://www.imdb.com/title/tt0315642/,Wazir (2016),Wazir (2016),Wazir,2016,7.4,http://www.imdb.com/name/nm2349060/,Bejoy Nambiar,http://www.imdb.com/name/nm0000821/,Amitabh Bachchan,,,",",http://www.imdb.com/name/nm1027719/,Farhan Akhtar,http://www.imdb.com/name/nm2390814/,Aditi Rao Hydari,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,102 mins.,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,http://www.imdb.com/title/tt0315642/,Wazir (2016),Wazir (2016),Wazir,2016,7.4,http://www.imdb.com/name/nm2349060/,Bejoy Nambiar,http://www.imdb.com/name/nm0000821/,Amitabh Bachchan,,,",",http://www.imdb.com/name/nm1027719/,Farhan Akhtar,http://www.imdb.com/name/nm2390814/,Aditi Rao Hydari,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,102 mins.,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,http://www.imdb.com/title/tt0848228/,The Avengers (2012),The Avengers (2012),The Avengers,2012,8.1,http://www.imdb.com/name/nm0923736/,Joss Whedon,http://www.imdb.com/name/nm0000375/,Robert Downey Jr.,,,",",http://www.imdb.com/name/nm0262635/,Chris Evans,http://www.imdb.com/name/nm0424060/,Scarlett Johansson,,,,,,Action | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Sci-Fi, Thriller,,143 mins.,143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,http://www.imdb.com/title/tt0848228/,The Avengers (2012),The Avengers (2012),The Avengers,2012,8.1,http://www.imdb.com/name/nm0923736/,Joss Whedon,http://www.imdb.com/name/nm0000375/,Robert Downey Jr.,,,",",http://www.imdb.com/name/nm0262635/,Chris Evans,http://www.imdb.com/name/nm0424060/,Scarlett Johansson,,,,,,Action | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Sci-Fi, Thriller,,143 mins.,143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,http://www.imdb.com/title/tt0482571/,The Prestige (2006),The Prestige (2006),The Prestige,2006,8.5,http://www.imdb.com/name/nm0634240/,Christopher Nolan,http://www.imdb.com/name/nm0000288/,Christian Bale,,,",",http://www.imdb.com/name/nm0413168/,Hugh Jackman,http://www.imdb.com/name/nm0424060/,Scarlett Johansson,,,,,,Drama | Mystery | Sci-Fi | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Drama, Mystery, Sci-Fi, Thriller,,130 mins.,130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,http://www.imdb.com/title/tt0482571/,The Prestige (2006),The Prestige (2006),The Prestige,2006,8.5,http://www.imdb.com/name/nm0634240/,Christopher Nolan,http://www.imdb.com/name/nm0000288/,Christian Bale,,,",",http://www.imdb.com/name/nm0413168/,Hugh Jackman,http://www.imdb.com/name/nm0424060/,Scarlett Johansson,,,,,,Drama | Mystery | Sci-Fi | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Drama, Mystery, Sci-Fi, Thriller,,130 mins.,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,http://www.imdb.com/title/tt3235888/,It Follows (2014),It Follows (2014),It Follows,2014,6.9,http://www.imdb.com/name/nm1379002/,David Robert Mitchell,http://www.imdb.com/name/nm2140860/,Maika Monroe,,,",",http://www.imdb.com/name/nm1507857/,Keir Gilchrist,http://www.imdb.com/name/nm3459140/,Olivia Luccardi,,,,,,Horror | Mystery | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Horror, Mystery, Thriller,,100 mins.,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,http://www.imdb.com/title/tt3235888/,It Follows (2014),It Follows (2014),It Follows,2014,6.9,http://www.imdb.com/name/nm1379002/,David Robert Mitchell,http://www.imdb.com/name/nm2140860/,Maika Monroe,,,",",http://www.imdb.com/name/nm1507857/,Keir Gilchrist,http://www.imdb.com/name/nm3459140/,Olivia Luccardi,,,,,,Horror | Mystery | Thriller,http://www.imdb.com/genre/horror, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Horror, Mystery, Thriller,,100 mins.,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,http://www.imdb.com/title/tt3862750/,The Perfect Guy (2015),The Perfect Guy (2015),The Perfect Guy,2015,5.3,http://www.imdb.com/name/nm1270033/,David M. Rosenthal,http://www.imdb.com/name/nm0005125/,Sanaa Lathan,,,",",http://www.imdb.com/name/nm1013003/,Michael Ealy,http://www.imdb.com/name/nm0004820/,Morris Chestnut,,,,,,Drama | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Drama, Thriller,,100 mins.,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,http://www.imdb.com/title/tt3862750/,The Perfect Guy (2015),The Perfect Guy (2015),The Perfect Guy,2015,5.3,http://www.imdb.com/name/nm1270033/,David M. Rosenthal,http://www.imdb.com/name/nm0005125/,Sanaa Lathan,,,",",http://www.imdb.com/name/nm1013003/,Michael Ealy,http://www.imdb.com/name/nm0004820/,Morris Chestnut,,,,,,Drama | Thriller,http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Drama, Thriller,,100 mins.,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,http://www.imdb.com/title/tt2140379/,Self/less (2015),Self/less (2015),Self/less,2015,6.5,http://www.imdb.com/name/nm0802248/,Tarsem Singh,http://www.imdb.com/name/nm0005351/,Ryan Reynolds,,,",",http://www.imdb.com/name/nm2358540/,Natalie Martinez,http://www.imdb.com/name/nm0328828/,Matthew Goode,,,,,,Action | Drama | Mystery | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Drama, Mystery, Sci-Fi, Thriller,,117 mins.,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,http://www.imdb.com/title/tt2140379/,Self/less (2015),Self/less (2015),Self/less,2015,6.5,http://www.imdb.com/name/nm0802248/,Tarsem Singh,http://www.imdb.com/name/nm0005351/,Ryan Reynolds,,,",",http://www.imdb.com/name/nm2358540/,Natalie Martinez,http://www.imdb.com/name/nm0328828/,Matthew Goode,,,,,,Action | Drama | Mystery | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Drama, Mystery, Sci-Fi, Thriller,,117 mins.,117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,http://www.imdb.com/title/tt1014763/,Child 44 (2015),Child 44 (2015),Child 44,2015,6.4,http://www.imdb.com/name/nm1174251/,Daniel Espinosa,http://www.imdb.com/name/nm0362766/,Tom Hardy,,,",",http://www.imdb.com/name/nm0000198/,Gary Oldman,http://www.imdb.com/name/nm0636426/,Noomi Rapace,,,,,,Crime | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Crime, Thriller,,137 mins.,137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,http://www.imdb.com/title/tt1014763/,Child 44 (2015),Child 44 (2015),Child 44,2015,6.4,http://www.imdb.com/name/nm1174251/,Daniel Espinosa,http://www.imdb.com/name/nm0362766/,Tom Hardy,,,",",http://www.imdb.com/name/nm0000198/,Gary Oldman,http://www.imdb.com/name/nm0636426/,Noomi Rapace,,,,,,Crime | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Crime, Thriller,,137 mins.,137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,http://www.imdb.com/title/tt0083658/,Blade Runner (1982),Blade Runner (1982),Blade Runner,1982,8.2,http://www.imdb.com/name/nm0000631/,Ridley Scott,http://www.imdb.com/name/nm0000148/,Harrison Ford,,,",",http://www.imdb.com/name/nm0000442/,Rutger Hauer,http://www.imdb.com/name/nm0000707/,Sean Young,,,,,,Sci-Fi | Thriller,http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Sci-Fi, Thriller,,117 mins.,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,http://www.imdb.com/title/tt0083658/,Blade Runner (1982),Blade Runner (1982),Blade Runner,1982,8.2,http://www.imdb.com/name/nm0000631/,Ridley Scott,http://www.imdb.com/name/nm0000148/,Harrison Ford,,,",",http://www.imdb.com/name/nm0000442/,Rutger Hauer,http://www.imdb.com/name/nm0000707/,Sean Young,,,,,,Sci-Fi | Thriller,http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Sci-Fi, Thriller,,117 mins.,117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,http://www.imdb.com/title/tt1670345/,Now You See Me (2013),Now You See Me (2013),Now You See Me,2013,7.3,http://www.imdb.com/name/nm0504642/,Louis Leterrier,http://www.imdb.com/name/nm0251986/,Jesse Eisenberg,,,",",http://www.imdb.com/name/nm0996669/,Common,http://www.imdb.com/name/nm0749263/,Mark Ruffalo,,,,,,Crime | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Mystery, Thriller,,115 mins.,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,http://www.imdb.com/title/tt1670345/,Now You See Me (2013),Now You See Me (2013),Now You See Me,2013,7.3,http://www.imdb.com/name/nm0504642/,Louis Leterrier,http://www.imdb.com/name/nm0251986/,Jesse Eisenberg,,,",",http://www.imdb.com/name/nm0996669/,Common,http://www.imdb.com/name/nm0749263/,Mark Ruffalo,,,,,,Crime | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Mystery, Thriller,,115 mins.,115,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,http://www.imdb.com/title/tt1951265/,The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1,2014,6.7,http://www.imdb.com/name/nm1349376/,Francis Lawrence,http://www.imdb.com/name/nm2225369/,Jennifer Lawrence,,,",",http://www.imdb.com/name/nm1242688/,Josh Hutcherson,http://www.imdb.com/name/nm2955013/,Liam Hemsworth,,,,,,Adventure | Sci-Fi | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Adventure, Sci-Fi, Thriller,,123 mins.,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,http://www.imdb.com/title/tt1951265/,The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1,2014,6.7,http://www.imdb.com/name/nm1349376/,Francis Lawrence,http://www.imdb.com/name/nm2225369/,Jennifer Lawrence,,,",",http://www.imdb.com/name/nm1242688/,Josh Hutcherson,http://www.imdb.com/name/nm2955013/,Liam Hemsworth,,,,,,Adventure | Sci-Fi | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Adventure, Sci-Fi, Thriller,,123 mins.,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,http://www.imdb.com/title/tt1028528/,Death Proof (2007),Death Proof (2007),Death Proof,2007,7.1,http://www.imdb.com/name/nm0000233/,Quentin Tarantino,http://www.imdb.com/name/nm0000621/,Kurt Russell,,,",",http://www.imdb.com/name/nm1057928/,Zoë Bell,http://www.imdb.com/name/nm0206257/,Rosario Dawson,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,113 mins.,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,http://www.imdb.com/title/tt1028528/,Death Proof (2007),Death Proof (2007),Death Proof,2007,7.1,http://www.imdb.com/name/nm0000233/,Quentin Tarantino,http://www.imdb.com/name/nm0000621/,Kurt Russell,,,",",http://www.imdb.com/name/nm1057928/,Zoë Bell,http://www.imdb.com/name/nm0206257/,Rosario Dawson,,,,,,Thriller,http://www.imdb.com/genre/thriller,Thriller,,113 mins.,113,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,http://www.imdb.com/title/tt1877832/,X-Men: Days of Future Past (2014),X-Men: Days of Future Past (2014),X-Men: Days of Future Past,2014,8,http://www.imdb.com/name/nm0001741/,Bryan Singer,http://www.imdb.com/name/nm0001772/,Patrick Stewart,,,",",http://www.imdb.com/name/nm0005212/,Ian McKellen,http://www.imdb.com/name/nm0413168/,Hugh Jackman,,,,,,Action | Adventure | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Adventure, Sci-Fi, Thriller,,132 mins.,132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,http://www.imdb.com/title/tt1877832/,X-Men: Days of Future Past (2014),X-Men: Days of Future Past (2014),X-Men: Days of Future Past,2014,8,http://www.imdb.com/name/nm0001741/,Bryan Singer,http://www.imdb.com/name/nm0001772/,Patrick Stewart,,,",",http://www.imdb.com/name/nm0005212/,Ian McKellen,http://www.imdb.com/name/nm0413168/,Hugh Jackman,,,,,,Action | Adventure | Sci-Fi | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Action, Adventure, Sci-Fi, Thriller,,132 mins.,132,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,http://www.imdb.com/title/tt1392214/,Prisoners (2013),Prisoners (2013),Prisoners,2013,8.1,http://www.imdb.com/name/nm0898288/,Denis Villeneuve,http://www.imdb.com/name/nm0413168/,Hugh Jackman,,,",",http://www.imdb.com/name/nm0350453/,Jake Gyllenhaal,http://www.imdb.com/name/nm0205626/,Viola Davis,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,153 mins.,153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,http://www.imdb.com/title/tt1392214/,Prisoners (2013),Prisoners (2013),Prisoners,2013,8.1,http://www.imdb.com/name/nm0898288/,Denis Villeneuve,http://www.imdb.com/name/nm0413168/,Hugh Jackman,,,",",http://www.imdb.com/name/nm0350453/,Jake Gyllenhaal,http://www.imdb.com/name/nm0205626/,Viola Davis,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,153 mins.,153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,http://www.imdb.com/title/tt0110413/,Léon: The Professional (1994),Léon: The Professional (1994),Léon: The Professional,1994,8.6,http://www.imdb.com/name/nm0000108/,Luc Besson,http://www.imdb.com/name/nm0000606/,Jean Reno,,,",",http://www.imdb.com/name/nm0000198/,Gary Oldman,http://www.imdb.com/name/nm0000204/,Natalie Portman,,,,,,Crime | Drama | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Crime, Drama, Thriller,,110 mins.,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,http://www.imdb.com/title/tt0110413/,Léon: The Professional (1994),Léon: The Professional (1994),Léon: The Professional,1994,8.6,http://www.imdb.com/name/nm0000108/,Luc Besson,http://www.imdb.com/name/nm0000606/,Jean Reno,,,",",http://www.imdb.com/name/nm0000198/,Gary Oldman,http://www.imdb.com/name/nm0000204/,Natalie Portman,,,,,,Crime | Drama | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Crime, Drama, Thriller,,110 mins.,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,http://www.imdb.com/title/tt0107290/,Jurassic Park (1993),Jurassic Park (1993),Jurassic Park,1993,8.1,http://www.imdb.com/name/nm0000229/,Steven Spielberg,http://www.imdb.com/name/nm0000554/,Sam Neill,,,",",http://www.imdb.com/name/nm0000368/,Laura Dern,http://www.imdb.com/name/nm0000156/,Jeff Goldblum,,,,,,Adventure | Sci-Fi | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Adventure, Sci-Fi, Thriller,,127 mins.,127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,http://www.imdb.com/title/tt0107290/,Jurassic Park (1993),Jurassic Park (1993),Jurassic Park,1993,8.1,http://www.imdb.com/name/nm0000229/,Steven Spielberg,http://www.imdb.com/name/nm0000554/,Sam Neill,,,",",http://www.imdb.com/name/nm0000368/,Laura Dern,http://www.imdb.com/name/nm0000156/,Jeff Goldblum,,,,,,Adventure | Sci-Fi | Thriller,http://www.imdb.com/genre/adventure, http://www.imdb.com/genre/sci_fi, http://www.imdb.com/genre/thriller,Adventure, Sci-Fi, Thriller,,127 mins.,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,http://www.imdb.com/title/tt2386404/,He Never Died (2015),He Never Died (2015),He Never Died,2015,6.4,http://www.imdb.com/name/nm2710471/,Jason Krawczyk,http://www.imdb.com/name/nm1559927/,Booboo Stewart,,,",",http://www.imdb.com/name/nm0738433/,Henry Rollins,http://www.imdb.com/name/nm1476804/,Steven Ogg,,,,,,Comedy | Drama | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Comedy, Drama, Thriller,,99 mins.,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,http://www.imdb.com/title/tt2386404/,He Never Died (2015),He Never Died (2015),He Never Died,2015,6.4,http://www.imdb.com/name/nm2710471/,Jason Krawczyk,http://www.imdb.com/name/nm1559927/,Booboo Stewart,,,",",http://www.imdb.com/name/nm0738433/,Henry Rollins,http://www.imdb.com/name/nm1476804/,Steven Ogg,,,,,,Comedy | Drama | Thriller,http://www.imdb.com/genre/comedy, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/thriller,Comedy, Drama, Thriller,,99 mins.,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,http://www.imdb.com/title/tt1568346/,The Girl with the Dragon Tattoo (2011),The Girl with the Dragon Tattoo (2011),The Girl with the Dragon Tattoo,2011,7.8,http://www.imdb.com/name/nm0000399/,David Fincher,http://www.imdb.com/name/nm0185819/,Daniel Craig,,,",",http://www.imdb.com/name/nm1913734/,Rooney Mara,http://www.imdb.com/name/nm0001626/,Christopher Plummer,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,158 mins.,158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,http://www.imdb.com/title/tt1568346/,The Girl with the Dragon Tattoo (2011),The Girl with the Dragon Tattoo (2011),The Girl with the Dragon Tattoo,2011,7.8,http://www.imdb.com/name/nm0000399/,David Fincher,http://www.imdb.com/name/nm0185819/,Daniel Craig,,,",",http://www.imdb.com/name/nm1913734/,Rooney Mara,http://www.imdb.com/name/nm0001626/,Christopher Plummer,,,,,,Crime | Drama | Mystery | Thriller,http://www.imdb.com/genre/crime, http://www.imdb.com/genre/drama, http://www.imdb.com/genre/mystery, http://www.imdb.com/genre/thriller,Crime, Drama, Mystery, Thriller,,158 mins.,158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,http://www.imdb.com/title/tt2938956/,The Transporter Refueled (2015),The Transporter Refueled (2015),The Transporter Refueled,2015,5,http://www.imdb.com/name/nm0216214/,Camille Delamarre,http://www.imdb.com/name/nm4534098/,Ed Skrein,,,",",http://www.imdb.com/name/nm5307742/,Loan Chabanol,http://www.imdb.com/name/nm0829032/,Ray Stevenson,,,,,,Action | Crime | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Action, Crime, Thriller,,96 mins.,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,http://www.imdb.com/title/tt2938956/,The Transporter Refueled (2015),The Transporter Refueled (2015),The Transporter Refueled,2015,5,http://www.imdb.com/name/nm0216214/,Camille Delamarre,http://www.imdb.com/name/nm4534098/,Ed Skrein,,,",",http://www.imdb.com/name/nm5307742/,Loan Chabanol,http://www.imdb.com/name/nm0829032/,Ray Stevenson,,,,,,Action | Crime | Thriller,http://www.imdb.com/genre/action, http://www.imdb.com/genre/crime, http://www.imdb.com/genre/thriller,Action, Crime, Thriller,,96 mins.,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
